query_id,inliers_top1,baseline_correct,reranked_correct
631,7.0,1,1
632,13.0,1,1
633,6.0,0,1
634,9.0,0,0
635,7.0,1,0
636,14.0,1,1
637,58.0,1,1
638,5.0,0,0
639,4.0,0,1
640,9.0,0,1
641,7.0,0,1
642,10.0,0,1
643,6.0,0,0
644,5.0,0,0
645,4.0,0,1
646,24.0,0,1
647,21.0,0,1
648,6.0,0,1
649,8.0,0,1
650,24.0,0,1
651,8.0,0,1
652,5.0,0,1
653,4.0,0,0
654,77.0,1,1
655,6.0,0,1
656,64.0,1,1
657,72.0,1,1
658,52.0,1,1
659,4.0,0,0
660,59.0,1,1
661,9.0,1,1
662,18.0,1,1
663,10.0,0,1
664,87.0,1,1
665,8.0,0,0
666,7.0,0,0
667,5.0,0,0
668,6.0,0,0
669,7.0,0,1
670,2.0,0,1
671,16.0,1,1
672,19.0,1,1
673,54.0,1,1
674,69.0,1,1
675,42.0,1,1
676,30.0,1,1
677,9.0,1,1
678,12.0,1,1
679,7.0,0,1
680,17.0,1,1
681,64.0,1,1
682,56.0,1,1
683,48.0,1,1
684,76.0,1,1
685,116.0,1,1
686,40.0,1,1
687,9.0,1,1
688,7.0,0,0
689,5.0,0,0
690,5.0,0,0
691,4.0,0,0
692,7.0,0,1
693,5.0,0,1
694,6.0,0,1
695,11.0,0,1
696,11.0,0,1
697,5.0,0,0
698,6.0,0,0
699,8.0,0,0
700,9.0,0,0
701,4.0,0,0
